id,attention,progress-belief,mechanism_open-ended,charity-choice - Selected Choice,charity-choice - None of these (please enter a charity of your choice) - Text,donation-amount,donation-binary,humanprogress1,humanprogress2,humanprogress3,humanprogress4,inevitableprogress1,inevitableprogress2,inevitableprogress3,inevitableprogress4,humanprogress.mean,inevitableprogress.mean,donation-openended,gender - Selected Choice,gender - Prefer to self-identify: - Text,politics - Selected Choice,politics - Other - Text,age,religion,country,"Are you of Spanish, Hispanic, or Latino origin?",What is your race? Select all that apply. - Selected Choice,l-human-action,c-human-action,l-inevitable,c-inevitable,l-action-as-cause,c-action-as-cause,l-belief-as-cause,c-belief-as-cause,l-self-reference,c-self-reference
113,instructions,Yes,"sanitation/care for others, certain freedoms are more widespread across the world, technology is an intrinsic tool used by humans,  ",Palestine Children’s Relief Fund,,6,1,6,6,7,4,5,5,6,4,5.75,5,6,Woman,,Liberal,,24,Agnosticism,United States of America,Yes,White,1,1,0,0,1,1,0,0,0,0
31,instructions,Yes,"Moral progress can occur through a combination of societal evolution, increased empathy, education, and critical reflection.",Genders & Sexualities Alliance Network,,10,1,5,6,3,6,6,5,5,4,5,5,because that is the right amount i think it is the best to offer,Man,,Conservative,,50,Catholicism,United States of America,No,Black,1,1,0,0,1,1,0,0,0,0
168,instructions,Yes,"
Moral progress can occur through various means, including increased awareness, education, empathy, and societal evolution. Concrete examples include the abolition of slavery, advancements in civil rights, and the recognition of gender equality.",Palestine Children’s Relief Fund,,10,1,5,5,5,5,5,5,5,5,5,5,based on my ability,Woman,,Moderate,,34,Islam,Bangladesh,No,Asian,1,1,0,0,1,1,1,1,0,0
236,instructions,Yes,Moral progress can occur with learning the errors of past ways and applying to ones own decision making and behavior. This practice will also be observed by others who might follow suit. I think about how segregation and heavy racism from that time has evolved.,Abortion Care Network,,10,1,7,7,5,7,5,6,4,5,6.5,5,Charity is in need but so am I. Half felt right. ,Woman,,Moderate,,41,Spiritual but no religion,United States of America,Yes,White,1,1,0,0,1,1,0,0,0,0
255,instructions,Not sure,"I think equality for all stands out most.  It seems as a society, in the United States, we take one step forward and two steps back.  We are morally obligated to be kind and fair to everyone, regardless of gender, ethnical background, or social status.  We came a little ways with equal racial rights, but still have a long ways to go.  Since then, the LGBTQ+ community has been the primary target of hate and discrimination.  It's sad that this country was built on the great melting pot ideology but we don't necessarily embrace this as our day to day mindset.",Voices for Racial Justice,,10,1,7,6,5,6,5,5,5,5,6,5,"Whenever I donate to any fund, I always go for $10.  Sometimes, in natural disaster events like tornadoes, I'll donate more.  However, given the inflation and my current financial situation, it's the max I can safely give without harming my well-being.",Woman,,Moderate,,34,Catholicism,United States of America,No,White,1,1,0,0,1,0,0,0,0,0
176,instructions,Yes,"Moral progress can occur if we continue to understand each other better. We need to continue to show more empathy towards marginalized groups. It needs to come from better education of the youth, as well as improved ethics from parents.",Voices for Racial Justice,,15,1,5,6,5,5,5,5,5,5,5.25,5,4,Man,,Liberal,,22,Catholicism,United States of America,No,White,1,1,0,0,1,1,1,0,0,0
27,instructions,Yes,"Through societal shifts and adaptations. So for example, Women entering the workforce post World War II. Due to a societal shift. ",Abortion Care Network,,20,1,5,6,5,5,5,5,5,5,5.25,5,I dont need 20 so would think of it as free money to donate,Woman,,Liberal,,27,Hinduism,United States of America,No,Asian,1,1,0,0,1,1,0,0,0,0
103,instructions,Yes,By living according to Biblical principles and cherishing life from our Creator. ,IsraAid US Inc. (aid for Israel),,20,1,7,6,5,5,4,5,4,7,5.75,5,Because I stand with Israel ALWAYS. ,Woman,,Very conservative,,23,Non-denominational Christianity,United States of America,No,White,1,1,1,0,1,1,0,1,0,0
124,instructions,Yes,"If you look at snapshots in history, you'll clearly see discrepancies and injustices that have been corrected, or at least identified to not be okay anymore. Early cavemen took what they wanted or were left to accept what was left. We no longer burn women who have been accused of witchcraft. We no longer have water fountains or facilities that are only allowed to be used by certain people. Even watching movies from 15-20 years ago, we see marginalization of certain groups of people that is no longer acceptable. ",Abortion Care Network,,20,1,6,5,6,5,5,6,4,5,5.5,5,"Why would I not give the full amount to a cause I believe in, if you were the ones giving the money? ",Man,,Liberal,,43,Atheism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
183,instructions,Yes,"Moral progress can occur in the evolvement of humans, such as abolishing slavery and generally moving towards a society where all people are treated equally. In the future, we can work more on social and economic issues so there isn't so much inequality still between genders, races, and income.",Any Woman Can LLC (women's rights),,20,1,6,7,5,6,6,5,6,3,6,5,I wanted to contribute some of my earnings since we are talking about moral progress here.,Woman,,Liberal,,26,Agnosticism,United States of America,No,Asian,1,1,0,0,1,1,0,0,0,0
211,instructions,Yes,People need to have more discussions with those who have different views and opinions. That is a great way to find common ground. We also need to find ways to be more empathetic and understand others views and struggles. Politicians need to make laws and regulations to protect common people. ,Palestine Children’s Relief Fund,,20,1,7,6,6,7,6,7,4,3,6.5,5,I wanted to allocate the full amount to have the greatest impact ,Man,,Liberal,,33,Atheism,United States of America,No,White,1,1,0,0,0,0,1,1,0,0
213,instructions,Yes,I believe communities have become more moral and civil by laying out laws and regulations that require citizens to respect others no matter their beliefs or ethnicity. I also believe we have created more rules and laws to reflect our own progress on becoming moral as a society.,Abortion Care Network,,20,1,6,6,6,6,4,6,5,5,6,5,"We are at a critical time where a woman's reproductive rights is in question. It is more an emergency now, and funding is essential",Woman,,Liberal,,37,Agnosticism,United States of America,No,Asian,1,1,0,0,1,0,1,1,0,0
226,instructions,Yes,"I strongly believe moral progress has occured. We can see many examples of this in the kinds of programs we have today. For example, programs like food stamps and welfare help less fortunate people survive.",Hope for Ukraine Inc.,,20,1,7,5,7,6,6,5,3,6,6.25,5,"If it is a cause that I truly believe in, doing my part to help the cause is important to me.",Man,,Conservative,,23,Catholicism,United States of America,No,White,0,1,0,0,0,0,1,1,0,0
237,instructions,Not sure,"Moral progress emerges through a combination of aspects in society, philosophy practicality. It involves an expanding understanding and acceptance of ethical principles such as equality, justice, and compassion. Some examples of this include the abolition of slavery, the recognition of women's rights, and advancements in LGBTQ+ rights. These changes are driven by dialogue, activism, legislation, and shifts in cultural norms, ultimately leading to a more just and equitable society.",Nonviolent Peaceforce (peace efforts),,10,1,7,5,6,6,5,6,6,4,6,5.25,It was for the consideration of making an impact to make the world morally stronger.,Man,,Moderate,,21,Islam,United States of America,No,Asian,0,0,0,0,0,0,0,0,0,0
238,instructions,Yes,"Talking. Progress can occur by teaching, talking, listening, and enacting whatever needs to happen. ",Abortion Care Network,,10,1,5,6,6,6,5,6,5,5,5.75,5.25,Half to them and half to me sounds good.,Woman,,Liberal,,36,Other,United States of America,No,White,0,0,0,0,0,0,0,0,0,0
294,instructions,Yes,I think it is moral,Voices for Racial Justice,,10,1,5,6,6,5,5,5,6,5,5.5,5.25,10,Woman,,Very liberal,,40,Catholicism,United States of America,Yes,White,0,0,0,0,0,0,1,1,0,0
108,instructions,Yes,"I believe moral progress can occur by reducing income inequality, addressing racism, sexism, and homophobia, and eliminating human caused climate change.",Voices for Racial Justice,,15,1,6,6,6,7,2,5,7,7,6.25,5.25,"I believe that is a fair amount, and the rest I can use or distribute to another charity.",Woman,,Liberal,,28,Lutheran,United States of America,No,White,1,0,0,0,1,1,0,0,0,0
277,instructions,Yes,Moral progress can occur by deepening our grasp of existing moral concept.,A Bond of Love Adoption Agency Inc.,,15,1,6,5,6,6,4,4,7,6,5.75,5.25,Because moral progress must lead.,Woman,,Very liberal,,73,Catholicism,United States of America,No,Black,0,0,0,0,0,0,0,1,0,0
24,instructions,Yes,"So, we as humans may not be on a journey of enlightenment and spirituality in the same way as those in history. However, collective moral progress has been made in terms of agreeing that people deserve justice and a higher quality of life. This mentality that we are all in this together and we all deserve love and respect I think is contagious in a way where more and more individuals and groups are striving for this same goal. In the end, this boosts morality. ",Nonviolent Peaceforce (peace efforts),,20,1,7,6,7,7,6,6,4,5,6.75,5.25,All amounts donated goes towards a good cause. ,Man,,Liberal,,31,Other,United States of America,No,White,0,0,0,0,0,0,0,0,0,0
95,instructions,Yes,"Moral progress can occur when a collective of people come to the conclusion that the 'old' way of feeling or doing things is morally objectionable or wrong. For example, even though there has been a step taken back in the United States recently regarding those who are transgender, we have collectively advanced even over the past 25 years. I am 41 and if someone came out as transgender when I was in high school in the late 90s, they would have likely been relentlessly mocked and bullied. I have a child who is transgender in high school now, and he says that the attitudes of 99% of the children in his school is that of 'live and let live.'",Genders & Sexualities Alliance Network,,20,1,7,7,7,7,4,7,5,5,7,5.25,Because it is the right thing to do.,Man,,Liberal,,41,Atheism,United States of America,No,White,0,0,0,0,0,0,0,0,0,0
9,Oranges,Yes,"Moral progress is the improvement in concepts like beliefs and practices experienced in society. Moral progress in belief involves deepening our grasp of existing moral concepts, while moral progress in practices involves realizing deep moral understandings in behavior within society and those around you.",Voices for Racial Justice,,3,1,6,6,5,6,6,5,6,4,5.75,5.25,I just posed a random number because this is usually the amount that I try to donate to charities while I am out and about.,Woman,,Moderate,,56,Methodist,United States of America,No,White,0,0,1,1,0,0,1,1,0,0
173,instructions,Yes,"Moral progress occurs in baby steps. It takes small cultural shifts that are each uniquely approved by a majority of society. Blunt, paradigm changes to society cause too much churn to create stable progress - it has to be through a series of events",Genders & Sexualities Alliance Network,,3,1,6,3,7,6,5,7,3,6,5.5,5.25,I felt it was reasonable,Man,,Liberal,,31,Atheism,United States of America,No,White,0,0,1,1,0,0,1,1,0,0
275,instructions,Yes,Action by courts to secure rights for marginalized groups is always a step in the improvement of our moral progress as a country. Electing political leaders who believe in and promote the rule of laws also helps.,Genders & Sexualities Alliance Network,,20,1,6,7,6,6,3,6,6,6,6.25,5.25,I want to support the group.,Man,,Liberal,,67,Agnosticism,United States of America,No,White,0,0,1,1,0,0,0,0,0,0
45,instructions,Yes,"For example, we don't torture people anymore. That isn't moral at all. When it comes to war, there are rules against war crimes now. Humans learn from past experiences. Things can get reported in the news and will bring a lot of negative attention which is something people don't want.",Voices for Racial Justice,,3,1,5,4,4,6,5,6,5,5,4.75,5.25,All I can afford,Man,,Moderate,,26,Catholicism,United States of America,Yes,White,1,1,0,0,1,0,1,1,0,0
121,instructions,Yes,"Moral progress can occur when individuals are able to see others who live differently than they do. As an example, over time, improvements in our ability to travel allowed people from different regions and religions to meet with each other, during these encounters ideas were likely shared. From that point, ideas grow and spread to the population, challenging our beliefs and allowing morals to evolve. ",Abortion Care Network,,5,1,7,3,3,7,6,7,5,3,5,5.25,5,Woman,,Liberal,,50,Catholicism,United States of America,No,White,1,1,0,0,1,1,1,1,0,0
141,instructions,Yes,"Moral progress has advanced tremendously over time. For example, we have less wars now than before, we also execute less people and have more freedom to do what we please. There's less totiliarisnm around the world ",Hope for Ukraine Inc.,,7,1,5,5,5,4,5,5,5,6,4.75,5.25,I like the number 7,Man,,Moderate,,27,Atheism,United States of America,Yes,White,1,1,0,0,1,0,0,0,0,0
109,instructions,Yes,I think moral progress occurs at a rate similar to that at which technology expands. I think tech helping humans live easier helps all that.,Hope for Ukraine Inc.,,9,1,6,5,5,5,6,5,5,5,5.25,5.25,Ukaine needs help,Man,,Liberal,,35,Agnosticism,United States of America,No,White,1,1,0,0,1,1,1,1,0,0
18,instructions,Yes,"I think it would most likely occur by a few factors, such as education, awareness of issues, and social movements. When people become more aware, they are moved to take action, which is how all social involvement usually begins.",Abortion Care Network,,10,1,5,5,6,5,6,6,6,3,5.25,5.25,"because I also donate to other causes, and I only have a budget for several I really care about.",Woman,,Very liberal,,68,Atheism,United States of America,No,White,1,1,0,0,1,1,1,1,0,0
117,instructions,Yes,"Moral progress often emerges through cultural shifts, ethical reflection, and institutional changes. It occurs when societies collectively reevaluate norms and values, recognizing all individuals' inherent worth and dignity, and promoting equality, justice, and compassion. Concrete examples include the abolition of slavery, advancements in LGBTQ+ rights, and the recognition of women's rights, all of which resulted from sustained activism, legal reforms, and evolving social consciousness.",Any Woman Can LLC (women's rights),,10,1,5,5,5,5,5,5,5,6,5,5.25,Because right now with the way everthing is so high that would be all that I could afford.,Woman,,Conservative,,51,Baptist,United States of America,No,White,1,1,0,0,1,1,1,1,0,0
17,instructions,Yes,Slavery ended and people are seen as equals in most parts of the world,Voices for Racial Justice,,12,1,6,6,6,6,6,6,5,4,6,5.25,Seemed like an adequate amount to give,Woman,,Liberal,,34,Non-denominational Christianity,United States of America,No,Black,1,1,0,0,1,1,1,0,0,0
1,instructions,Yes,"Moral progress can occur when new ideology and a shift happens. A change in culture, education, or shfit in critical thinking can be the catalyst for moral progress. Current events that shift our thinking to be more critical of what is really happening in our society.",Palestine Children’s Relief Fund,,20,1,7,7,6,6,3,7,6,5,6.5,5.25,I think current events have influenced my opinion on the cause it would be going to.,Man,,Liberal,,25,Atheism,United States of America,No,Asian,1,1,0,0,1,1,0,1,0,0
61,instructions,Yes,Moral progress can occur when people come together and stand up for what they believe in.  Usually this is via voting or civil protesting.  People can change the way society works by voting for candidates who will enact change or civilly protesting for their beliefs.,Hope for Ukraine Inc.,,20,1,7,5,7,6,6,7,3,5,6.25,5.25,"I believe that cause needs the money far more urgently than I do, and I am very familiar with the atrocities occurring there.",Man,,Liberal,,29,Agnosticism,United States of America,No,White,1,1,0,0,1,0,0,0,0,0
74,instructions,Yes,"The  biggest way that moral progress can occur is by all people treating each other as equals, no matter race, sex, gender etc. Once we can get everyone to treat each other equally without taking away any persons rights, then progress can occur. ",Any Woman Can LLC (women's rights),,20,1,6,6,6,5,3,6,6,6,5.75,5.25,20 dollars is the most it let me do and that is an amount I would want to give.,Woman,,Very liberal,,34,Catholicism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
115,instructions,Yes,"Moral progress can occur by reflecting back on how we have behaved in the past and examining what we have done wrong. For example, in the past we used to torture people who committed crimes by hanging, electrocution, stoning etc. but now we treat criminals humanely as we realized it was immoral to treat people this way.",Palestine Children’s Relief Fund,,20,1,7,7,6,7,6,5,4,6,6.75,5.25,I feel very strongly about the suffering of children because of their innocence and because they have been born into a dire situation out of their control so I would donate 20 or more to help them.,Woman,,Liberal,,31,Agnosticism,United States of America,No,Black,1,1,0,0,1,1,0,0,0,0
119,instructions,Yes,"Moral progress can occur through increased empathy and understanding, leading to societal shifts in values and norms. Concrete examples include the abolition of slavery, the recognition of civil rights for marginalized groups, and the advancement of gender equality, all driven by collective efforts to promote justice and fairness. ",Any Woman Can LLC (women's rights),,20,1,7,7,7,7,4,7,3,7,7,5.25,Because I believe my donation would create a huge impact to the organization I have chosen.,Man,,Liberal,,45,Islam,,No,White,0,1,1,0,0,0,0,0,0,0
140,instructions,Yes,Moral progress can happen as disadvantaged groups gain more equity in society. They are then able to have more voice in societal changes and that helps everyone in general. ,Nonviolent Peaceforce (peace efforts),,10,1,7,5,6,7,6,6,4,5,6.25,5.25,I feel like it's a fairly average amount that most people could afford. It wouldn't be too much and it is enough to have a real impact.,Man,,Liberal,,38,Agnosticism,United States of America,No,White,1,1,0,0,1,0,0,0,0,0
219,instructions,Yes,"As people realize that we are all connected, moral progress is made in how we treat each other. Because we are all connected, we need to care for everyone. I think with social media, we can see how we are connected and we have the opportunity to help people all over the world.",Abortion Care Network,,10,1,7,6,7,7,4,6,6,5,6.75,5.25,I love to donate and I think it makes a difference. We are all connected.,Woman,,Very liberal,,73,Spiritual but no religion,United States of America,No,White,0,1,0,0,0,1,0,0,0,0
187,instructions,Yes,"As bad as things may seem at times, we have made some moral progress. We have laws and ethics in place. Take for instance times of the old west. It was common for brawls to break out and many people to get shot and no one really though much about it. Now, we understand that taking human life is not acceptatable. Also, in that same line, in ancient times, it was not uncommon for groups of people to make sacrifices of human life. Those things are looked at in a nonacceptable way in this day in age. ",None of these (please enter a charity of your choice),no child hungry,5,1,6,6,5,6,5,5,6,6,5.75,5.5,I wasn't sure if the money would really go to the charity.,Woman,,Very conservative,,35,Baptist,United States of America,No,White,1,0,0,0,1,0,0,0,0,0
13,instructions,No,"First, maybe we shouldn't go supporting oppressors of a race in a foreign country.  Maybe we should focus on fighting for the RIGHT side rather than the wrong side.  Ethnic cleansing is happening right now and our country is doing nothing to fix it.",Any Woman Can LLC (women's rights),,6,1,6,6,5,6,6,5,5,6,5.75,5.5,I felt that it was right.,Woman,,Liberal,,27,Other,United States of America,No,Asian,1,0,0,0,1,1,0,0,0,0
264,instructions,No,"Once there is deliberate improvement in moral practices that aims to make the world a better place, we can refer to that as a way of moral progress. And some of the agents that can facilitate moral progress includes parents, religious organizations, etc.",Voices for Racial Justice,,10,1,6,6,6,6,5,5,6,6,6,5.5,i just split the moeny in half.,Man,,Liberal,,28,Methodist,United States of America,,Black,0,0,0,0,0,0,0,0,0,0
136,instructions,Not sure,"More people speaking out, social media allowing more people to know what's going on, exposure to more people",Palestine Children’s Relief Fund,,20,1,6,7,7,6,5,5,6,6,6.5,5.5,i care deeply about a free palestine and wanted to donate the max amount I could to the children,Non-binary,,Very liberal,,26,Atheism,United States of America,No,White,1,0,0,0,1,0,1,1,0,0
179,instructions,Yes,Loving your neighbor as you love yourself. Love overcomes evil and love covers a multitude of sins.,IsraAid US Inc. (aid for Israel),,20,1,6,5,5,7,4,5,7,6,5.75,5.5,The people of Israel need our support.,Man,,Very conservative,,22,Pentecostalism,United States of America,Yes,Black,0,0,1,0,0,0,1,1,0,0
205,instructions,Yes,Following the ten commandments. Understanding the Bible more fully. Living up to the Bible better.,None of these (please enter a charity of your choice),Community Foundation of Middle Tennessee,20,1,7,7,7,7,4,7,4,7,7,5.5,I want the entire amount to be donated because I support my cause.,Woman,,Very conservative,,59,Pentecostalism,United States of America,No,White,1,0,0,0,1,1,0,0,0,0
112,instructions,Yes,We are a ton more accepting of different people than we were even when I was a kid let alone 50-100 years ago. the belittling of different minorities still exist but are no where near the extent they used to be and i imagine will get even better as we go,A Bond of Love Adoption Agency Inc.,,0,0,7,5,3,5,7,7,5,3,5,5.5,I really don't know enough about it so wouldn't donate,Man,,Moderate,,34,Non-denominational Christianity,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
116,instructions,Yes,"I think as people grow and new ideas are introduced by younger people, we can morally progress.",Any Woman Can LLC (women's rights),,5,1,5,6,5,5,6,5,5,6,5.25,5.5,I just chose a small amount,Woman,,Very liberal,,32,Atheism,United States of America,No,White,1,1,0,0,1,0,0,0,0,0
201,instructions,Yes,"If the society will continue to correct the young ones wen they are wrong, teach them how to be respectful, obeying the rules and regulations governing the society  too.",Genders & Sexualities Alliance Network,,10,1,6,6,6,6,4,6,6,6,6,5.5,That is the amount I will be able to donate.,Woman,,Moderate,,41,Catholicism,United States of America,No,Black,1,1,0,0,1,1,0,0,0,0
251,instructions,Yes,"Moral progress can occur by giving people more rights. Certain ethnicities have been regarded as sub-human in the past, and while this still occurs, in many 1st world societies, there has been much progress made. Women were often seen as items of their husband in the past. The world is moving beyond this and giving women agency, although much like the ethnic example above, this still does occur in our world. ",Abortion Care Network,,10,1,7,7,7,6,5,6,5,6,6.75,5.5,It seemed fair for the amount of compensation,Man,,Liberal,,33,Atheism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
20,instructions,Yes,"Moral progress can happen when people become more compassionate ,understanding,and open minded towards others. It's about learning from past mistakes.",Voices for Racial Justice,,12,1,6,6,6,5,6,5,6,5,5.75,5.5,20 dollar,Woman,,Moderate,,40,Catholicism,United States of America,No,Black,1,1,0,0,1,1,0,0,0,0
52,instructions,Yes,Moral progress can happen gradually through witnessed and told stories of atrocities and through better understandings of how humans experience pain as well as other creatures and life on this planet.,Hope for Ukraine Inc.,,15,1,6,5,6,6,5,6,5,6,5.75,5.5,I believe the cause for Ukraine is just and deserves the bulk of the donation amount.,Man,,Liberal,,23,Atheism,United States of America,No,White,1,1,0,0,1,1,0,1,0,0
34,instructions,Yes,People wanting to help others who are down on their luck or in a unsafe situation. This can help further moral progress as people mostly end up wanting to pay it forward.,Voices for Racial Justice,,20,1,7,7,5,7,4,6,6,6,6.5,5.5,Its a fair/still large amount but would also leave me able to provide for myself or others.,Man,,Very liberal,,25,Other,United States of America,No,White,0,1,1,0,0,0,0,0,0,0
50,instructions,Yes,"Science is one way that moral progress can occur. People have realized and will increasingly realize in the future that we are all very similar to each other and should treat everyone equally, which is a morally proper thing to do.",Hope for Ukraine Inc.,,20,1,6,5,6,6,5,7,5,5,5.75,5.5,$2 doesn't mean much to me... any more would make me reconsider how I could personally use the money.,Man,,Moderate,,40,Catholicism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
57,instructions,Yes,Moral progress has occurred with the role of women in the world.  Women are given more freedom and can vote.  They are nearly seen as equals.,IsraAid US Inc. (aid for Israel),,20,1,6,6,5,6,5,6,6,5,5.75,5.5,People less fortunate than me need it more than I do.,Woman,,Moderate,,43,Non-denominational Christianity,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
246,instructions,Not sure,"Moral progress can occur if different peoples and societies learn from their past mistakes. The biggest example I can think of is Slavery and the Trans-Atlantic Slave trade. Centuries ago, certain peoples were considered slaves (and as a result inferior peoples) in certain societies (e.g., US, Britain). It took a while, but eventually slavery would become outlawed in those places, and the formerly enslaved would be given rights by the societies that had once immorally treated them. However, the reason why I answered ""unsure"" at the beginning of the survey, is that a society can only fully progress morally if people not only learn from their mistake, but prevent similar things from happening again. Unfortunately, in the context of my example, black people were (and still are) often subjected to racism and discrimination in many different aspects of life after centuries of enslavement despite being given ""rights."" ",Voices for Racial Justice,,10,1,7,7,7,7,5,7,5,5,7,5.5,It was the max allowed on the tab provided.,Man,,Very liberal,,24,Atheism,United States of America,No,Black,1,1,0,0,1,1,1,1,0,0
288,"""instructions""",Yes,Moral progress has occurred in terms of slavery and sale of human beings.,Voices for Racial Justice,,5,1,7,7,7,7,6,6,4,6,7,5.5,I selected it because I can pay it easily.,Man,,Liberal,,49,Atheism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
42,instructions,Not sure,"I feel moral progress must start at an individual level. From there, I believe that each person's choices, actions, etc. ripple out into the ethers of the collective consciousness. As that happens, I believe it has an overall effect on the entire world, thus helping to perpetuate moral progress.",None of these (please enter a charity of your choice),American Farmland Trust,10,1,7,7,5,7,5,6,6,5,6.5,5.5,10,,,Conservative,,63,Methodist,United States of America,No,White,1,1,1,1,1,0,0,0,0,0
8,instructions,Yes,We no longer perform human sacrifices,Palestine Children’s Relief Fund,,0,0,6,5,5,5,5,6,5,6,5.25,5.5,seemed appropriate,Man,,Moderate,,37,Hinduism,United States of America,No,Asian,1,1,0,1,1,0,1,1,0,0
290,instructions,Not sure,"Moral progress occurs when a subsequent state of affairs is better than a preceding one. For example, when social change is headed toward moral improvement. Moral progress depends on the possibility of individual people improving their moral cognition to eliminate the pernicious influence of various epistemically defective biases and other distorting factors.",Any Woman Can LLC (women's rights),,15,1,7,7,6,7,3,6,7,7,6.75,5.75,"I selected that amount because that's the amount I would be able to afford, and I believe in women rights.",Woman,,Liberal,,54,Baptist,United States of America,No,Black,1,0,0,0,1,1,0,0,0,0
105,instructions,Yes,"Moral progress is a complex and multifaceted concept, but it generally involves the improvement of society's ethical standards and practices over time. Here are a few ways moral progress can occur, along with some concrete examples:
Moral progress often begins with increased awareness and education about certain issues. For instance, movements advocating for civil rights, women's rights, LGBTQ+ rights, and environmental conservation have all seen progress as awareness of these issues has grown and education efforts have expanded.
Cultural Shifts: Changes in societal attitudes and cultural norms can also contribute to moral progress. For instance, the growing acceptance and celebration of diversity, inclusivity, and empathy can be seen as signs of moral advancement.
International Cooperation: Moral progress is not limited to individual nations but can also occur through international cooperation and collaboration. Efforts to address global challenges such as poverty, disease, and climate change require cooperation among nations and a commitment to shared moral values.
",Hope for Ukraine Inc.,,20,1,7,3,6,7,6,6,6,5,5.75,5.75,They need it and I can spare it,Man,,Liberal,,50,Buddhism,United States of America,No,"White,American Indian/Native American or Alaska Native",0,0,1,0,0,1,0,0,0,0
139,instructions,Not sure,"We can learn that animals are sentient. And use that knowledge to stop eating them, abusing them etc",Nonviolent Peaceforce (peace efforts),,10,1,6,7,7,6,7,7,4,5,6.5,5.75,unsure. Half of $20?,Woman,,Very liberal,,45,Catholicism,United States of America,Yes,"White,American Indian/Native American or Alaska Native",0,0,1,1,0,0,0,0,0,0
159,instructions,Not sure,"People, in general, will reflect on past actions society has taken and realize that some of these actions were problematic. They will strive to change their ways.",A Bond of Love Adoption Agency Inc.,,0,0,6,5,5,7,5,6,5,7,5.75,5.75,5,Man,,Conservative,,25,Catholicism,United States of America,No,White,1,1,0,0,1,1,1,1,0,0
269,instructions,No,individual and groups activities can influence how the society is shaped.,Nonviolent Peaceforce (peace efforts),,0,0,7,7,5,5,3,6,7,7,6,5.75,That is the amount i will be comfortable to spend.,Man,,Conservative,,44,Pentecostalism,United States of America,No,Black,1,1,0,0,1,1,0,0,0,0
171,instructions,Yes,Moral progress can occur when peope question their ethics and choices of behavior to make better decisions.,Any Woman Can LLC (women's rights),,10,1,7,7,6,7,5,6,5,7,6.75,5.75,I can afford it.  ,Woman,,Conservative,,64,Non-denominational Christianity,United States of America,No,White,1,1,0,0,1,1,1,1,0,0
73,instructions,Yes,Moral progress can occur when we stop focusing on money and start focusing on things that matter. We don't NEED money to live but it has become a necessity somehow.,Genders & Sexualities Alliance Network,,13,1,5,5,5,5,5,6,6,6,5,5.75,"If it will help progress, donating is okay.",Woman,,Moderate,,30,Agnosticism,United States of America,No,Black,0,1,1,0,0,0,0,1,0,0
193,instructions,Yes,"People in general start to realize that some of the things we do are morally ambiguous or downright evil, which causes us to think about these things critically. Examples of this include slavery, treatment of women and people of other races, and exploitative business practices, all of which have drastically improved in modern times.",Palestine Children’s Relief Fund,,18,1,6,7,7,7,5,6,6,6,6.75,5.75,"I think that this charity helps those who are most likely to suffer due to no fault of their own, and it is our job to help those in need.",Man,,Liberal,,25,Islam,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
6,instructions,Yes,"Being exposed to different perspectives and walks of life, getting out of your personal internet bubble",Hope for Ukraine Inc.,,10,1,6,5,6,7,6,7,6,4,6,5.75,It was the highest,Woman,,Very liberal,,31,Agnosticism,United States of America,No,White,1,1,0,0,1,1,0,1,0,0
131,instructions,Yes,"I believe that moral progress can occur as societies develop rules and norms that are better for each individual and for the group as a whole. For example, a great deal of moral progress has taken place when it comes to racism. While the world is still far from a perfect place when it comes to this, it is widely now believed that it is immoral to treat people in a negative light due to their race, when just less than 200 years ago, slavery existed. This is a large amount of moral progress, and hopefully societies continue to progress in this direction.",Voices for Racial Justice,,20,1,7,7,7,7,5,6,6,6,7,5.75,"I feel that is a fair amount of money to donate that could potentially help make a difference, and would not be too much money out of my own pocket because I do have limited funds.",Woman,,Very liberal,,38,Atheism,United States of America,No,White,1,1,0,0,1,1,1,1,0,0
215,instructions,Yes,When we have our basic needs met and can worry about higher level social needs and systematic improvements.,Nonviolent Peaceforce (peace efforts),,0,0,6,6,5,6,6,6,5,6,5.75,5.75,"I have enough, time to give back",Man,,Liberal,,36,Buddhism,United States of America,No,White,1,1,0,0,1,1,0,0,0,0
302,instructions,Yes,moral progress can occur as long as we continue being more conscious of our surroundings and that everybody is the same and deserves the same rights. Is also important to be conscious of the world that we live in and take care of it ,Palestine Children’s Relief Fund,,20,1,7,7,7,7,5,7,5,6,7,5.75,because I think is important to support the children,Man,,Moderate,,35,Catholicism,United States of America,No,White,1,1,0,0,0,0,1,1,0,0
81,instructions,Yes,"The overall shift in mindset about minority groups of people has changed for the better over the last few centuries (although there is still plenty of progress that needs to be made), and that is a great moral progress society.",Genders & Sexualities Alliance Network,,20,1,7,7,7,7,6,6,6,6,7,6,Because it seemed like the right amount,Man,,Very liberal,,25,Atheism,United States of America,No,White,0,0,0,0,0,0,0,0,0,0
